'Elapsed time',PCG
'0:43.327',-2600
'0:43.330',-2200
'0:43.333',200
'0:43.336',1200
'0:43.339',1400
'0:43.342',1800
'0:43.345',1400
'0:43.348',200
'0:43.351',-1000
'0:43.354',-1800
'0:43.357',-2800
'0:43.360',-3400
'0:43.363',-2400
'0:43.366',-800
'0:43.369',1200
'0:43.372',1800
'0:43.375',1200
'0:43.378',800
'0:43.381',400
'0:43.384',600
'0:43.387',1400
'0:43.390',1000
'0:43.393',0
'0:43.396',-1200
'0:43.399',-1600
'0:43.402',-1800
'0:43.405',-1800
'0:43.408',-600
'0:43.411',1200
'0:43.414',600
'0:43.417',-1000
'0:43.420',4600
'0:43.423',10600
'0:43.426',4400
'0:43.429',-6400
'0:43.432',-7600
'0:43.435',-5400
'0:43.438',-6200
'0:43.441',-5400
'0:43.444',0
'0:43.447',6600
'0:43.450',8200
'0:43.453',4400
'0:43.456',-3000
'0:43.459',-6400
'0:43.462',-4000
'0:43.465',-200
'0:43.468',2800
'0:43.471',3000
'0:43.474',600
'0:43.477',-3200
'0:43.480',-6000
'0:43.483',-5600
'0:43.486',-2000
'0:43.489',1400
'0:43.492',4600
'0:43.495',9600
'0:43.498',12800
'0:43.502',8200
'0:43.505',-2400
'0:43.508',-9600
'0:43.511',-9800
'0:43.514',-4600
'0:43.517',1000
'0:43.520',2400
'0:43.523',400
'0:43.526',-1000
'0:43.529',-800
'0:43.532',-200
'0:43.535',1200
'0:43.538',2800
'0:43.541',3600
'0:43.544',2800
'0:43.547',400
'0:43.550',-2400
'0:43.553',-4000
'0:43.556',-4800
'0:43.559',-4600
'0:43.562',-3800
'0:43.565',-2400
'0:43.568',-1800
'0:43.571',-1800
'0:43.574',-2000
'0:43.577',-1800
'0:43.580',-400
'0:43.583',1000
'0:43.586',2200
'0:43.589',2200
'0:43.592',2600
'0:43.595',3600
'0:43.598',3800
'0:43.601',2400
'0:43.604',1600
'0:43.607',1600
'0:43.610',1400
'0:43.613',1000
'0:43.616',-200
'0:43.619',-1000
'0:43.622',-1800
'0:43.625',-2600
'0:43.628',-3000
'0:43.631',-3200
'0:43.634',-3000
'0:43.637',-3200
'0:43.640',-2800
'0:43.643',2000
'0:43.646',7600
'0:43.649',8800
'0:43.652',6000
'0:43.655',-1000
'0:43.658',-5400
'0:43.661',-4200
'0:43.664',-3200
'0:43.667',-4000
'0:43.670',-3400
'0:43.673',-400
'0:43.676',3600
'0:43.679',4200
'0:43.682',1200
'0:43.685',-2600
'0:43.688',-4600
'0:43.691',-4400
'0:43.694',-3400
'0:43.697',-1800
'0:43.700',400
'0:43.703',2600
'0:43.706',4000
'0:43.709',4600
'0:43.712',4600
'0:43.715',3600
'0:43.718',2000
'0:43.721',200
'0:43.724',-1200
'0:43.727',-2600
'0:43.730',-3000
'0:43.733',-2800
'0:43.736',-2200
'0:43.739',-1600
'0:43.742',-1200
'0:43.745',-600
'0:43.748',-600
'0:43.751',-600
'0:43.754',-600
'0:43.757',-400
'0:43.760',200
'0:43.763',400
'0:43.766',400
'0:43.769',0
'0:43.772',-200
'0:43.775',-600
'0:43.778',0
'0:43.781',1200
'0:43.784',2400
'0:43.787',2200
'0:43.790',1800
'0:43.793',600
'0:43.796',-600
'0:43.799',-1400
'0:43.802',-2000
'0:43.805',-2400
'0:43.808',-2600
'0:43.811',-2000
'0:43.814',-1000
'0:43.817',-400
'0:43.820',600
'0:43.823',1800
'0:43.826',2000
'0:43.829',1200
'0:43.832',-400
'0:43.835',-1000
'0:43.838',-200
'0:43.841',400
'0:43.844',200
'0:43.847',-200
'0:43.850',0
'0:43.853',800
'0:43.856',1200
'0:43.859',400
'0:43.862',-1000
'0:43.865',-1800
'0:43.868',-1400
'0:43.871',600
'0:43.874',2800
'0:43.877',-600
'0:43.880',-7000
'0:43.883',-6000
'0:43.886',1800
'0:43.889',6400
'0:43.892',5200
'0:43.895',3000
'0:43.898',600
'0:43.901',-4200
'0:43.904',-9400
'0:43.907',-9200
'0:43.910',-2800
'0:43.913',4000
'0:43.916',8000
'0:43.919',8000
'0:43.922',3600
'0:43.925',-3000
'0:43.928',-7200
'0:43.931',-8000
'0:43.934',-4400
'0:43.937',600
'0:43.940',4800
'0:43.943',6200
'0:43.946',4600
'0:43.949',1400
'0:43.952',-1600
'0:43.955',-3000
'0:43.958',-2800
'0:43.961',-1600
'0:43.964',400
'0:43.967',2000
'0:43.970',3000
'0:43.973',3000
'0:43.976',2600
'0:43.979',1800
'0:43.982',400
'0:43.985',-1200
'0:43.988',-2200
'0:43.991',-2800
'0:43.994',-2200
'0:43.997',-1600
'0:44.000',-600
'0:44.003',-200
'0:44.006',-1000
'0:44.009',-2600
'0:44.012',-3000
'0:44.015',-3200
'0:44.018',-2400
'0:44.021',-1200
'0:44.024',-800
'0:44.027',-600
'0:44.030',-200
'0:44.033',200
'0:44.036',1400
'0:44.039',2600
'0:44.042',3000
'0:44.045',3400
'0:44.048',3000
'0:44.051',2000
'0:44.054',-2000
'0:44.057',-3800
'0:44.060',4800
'0:44.063',13800
'0:44.066',8400
'0:44.069',-6400
'0:44.072',-15800
'0:44.075',-13000
'0:44.078',-3000
'0:44.081',2200
'0:44.084',2200
'0:44.087',3800
'0:44.090',4200
'0:44.093',1600
'0:44.096',-200
'0:44.099',-400
'0:44.102',-1800
'0:44.105',-5600
'0:44.108',-7800
'0:44.111',-4400
'0:44.114',1600
'0:44.117',5600
'0:44.120',6200
'0:44.123',4400
'0:44.126',1200
'0:44.129',-2200
'0:44.132',-4000
'0:44.135',-3400
'0:44.138',-1200
'0:44.141',800
'0:44.144',1400
'0:44.147',1000
'0:44.150',200
'0:44.153',-400
'0:44.156',-400
'0:44.159',200
'0:44.162',1000
'0:44.165',1800
'0:44.168',1600
'0:44.171',1000
'0:44.174',0
'0:44.177',-1000
'0:44.180',-1800
'0:44.183',-3000
'0:44.186',-2400
'0:44.189',-1400
'0:44.192',600
'0:44.195',1800
'0:44.198',2400
'0:44.201',2800
'0:44.204',2600
'0:44.207',1400
'0:44.210',-200
'0:44.213',-1800
'0:44.216',-3000
'0:44.219',-3800
'0:44.222',-4000
'0:44.225',-3600
'0:44.228',-3200
'0:44.231',-2600
'0:44.234',-2200
'0:44.237',-1400
'0:44.240',-800
'0:44.243',0
'0:44.246',1200
'0:44.249',2400
'0:44.252',3000
'0:44.255',3200
'0:44.258',3000
'0:44.261',2600
'0:44.264',1800
'0:44.267',1600
'0:44.270',1400
'0:44.273',1200
'0:44.276',400
'0:44.279',-600
'0:44.282',-1800
'0:44.285',-3400
'0:44.288',-4800
'0:44.291',-5000
'0:44.294',-4000
'0:44.297',-2400
'0:44.300',-200
'0:44.303',1800
'0:44.306',2800
'0:44.309',3000
'0:44.312',2400
'0:44.315',1600
'0:44.318',800
'0:44.321',1200
'0:44.324',3200
'0:44.327',3600
'0:44.330',-1200
'0:44.333',-5600
'0:44.336',-3200
'0:44.339',2800
'0:44.342',6000
'0:44.345',5000
'0:44.348',2000
'0:44.351',-2200
'0:44.354',-8400
'0:44.357',-13400
'0:44.360',-11600
'0:44.363',-2800
'0:44.366',5200
'0:44.369',9000
'0:44.372',8000
'0:44.375',2800
'0:44.378',-4400
'0:44.381',-9200
'0:44.384',-9400
'0:44.387',-4800
'0:44.390',1800
'0:44.393',7400
'0:44.396',9600
'0:44.399',8600
'0:44.402',4600
'0:44.405',0
'0:44.408',-3400
'0:44.411',-4200
'0:44.414',-3800
'0:44.417',-2400
'0:44.420',-200
'0:44.423',1800
'0:44.426',3600
'0:44.429',3600
'0:44.432',2400
'0:44.435',-400
'0:44.438',-2600
'0:44.441',-3200
'0:44.444',-2800
'0:44.447',-1800
'0:44.450',-800
'0:44.453',200
'0:44.456',-200
'0:44.459',-800
'0:44.462',-1000
'0:44.465',-400
'0:44.468',-1000
'0:44.471',-1600
'0:44.474',-1800
'0:44.477',-1800
'0:44.480',-2000
'0:44.483',-1800
'0:44.486',-1400
'0:44.489',-200
'0:44.492',1400
'0:44.495',3200
'0:44.498',4400
'0:44.502',4400
'0:44.505',3400
'0:44.508',1800
'0:44.511',1000
'0:44.514',-200
'0:44.517',-1400
'0:44.520',-3800
'0:44.523',-7600
'0:44.526',-7200
'0:44.529',-600
'0:44.532',4800
'0:44.535',6800
'0:44.538',5200
'0:44.541',1200
'0:44.544',-2200
'0:44.547',-5200
'0:44.550',-6600
'0:44.553',-2600
'0:44.556',2200
'0:44.559',5000
'0:44.562',5200
'0:44.565',3000
'0:44.568',-200
'0:44.571',-3000
'0:44.574',-4200
'0:44.577',-3600
'0:44.580',-2000
'0:44.583',-1200
'0:44.586',-1000
'0:44.589',-2000
'0:44.592',-1800
'0:44.595',-600
'0:44.598',600
'0:44.601',1000
'0:44.604',600
'0:44.607',1200
'0:44.610',2200
'0:44.613',2200
'0:44.616',1400
'0:44.619',800
'0:44.622',600
'0:44.625',600
'0:44.628',400
'0:44.631',400
'0:44.634',400
'0:44.637',400
'0:44.640',400
'0:44.643',-400
'0:44.646',-800
'0:44.649',-200
'0:44.652',-600
'0:44.655',-1600
'0:44.658',-2000
'0:44.661',-2200
'0:44.664',-2000
'0:44.667',-2200
'0:44.670',-2200
'0:44.673',-1600
'0:44.676',-400
'0:44.679',600
'0:44.682',200
'0:44.685',-200
'0:44.688',0
'0:44.691',1000
'0:44.694',1800
'0:44.697',2200
'0:44.700',1800
'0:44.703',1000
'0:44.706',0
'0:44.709',-400
'0:44.712',-200
'0:44.715',400
'0:44.718',400
'0:44.721',200
'0:44.724',600
'0:44.727',1600
'0:44.730',1000
'0:44.733',-800
'0:44.736',-2600
'0:44.739',-3400
'0:44.742',-3000
'0:44.745',-2400
'0:44.748',-1800
'0:44.751',-1000
'0:44.754',-200
'0:44.757',1400
'0:44.760',3400
'0:44.763',4000
'0:44.766',4200
'0:44.769',3800
'0:44.772',2600
'0:44.775',600
'0:44.778',-3600
'0:44.781',-8800
'0:44.784',-9600
'0:44.787',-5200
'0:44.790',800
'0:44.793',5200
'0:44.796',4200
'0:44.799',-1600
'0:44.802',-5800
'0:44.805',-3600
'0:44.808',2600
'0:44.811',7200
'0:44.814',7800
'0:44.817',5800
'0:44.820',1400
'0:44.823',-4400
'0:44.826',-9200
'0:44.829',-9600
'0:44.832',-2400
'0:44.835',5800
'0:44.838',6200
'0:44.841',1600
'0:44.844',-1600
'0:44.847',-2600
'0:44.850',-3800
'0:44.853',-4200
'0:44.856',-2000
'0:44.859',1800
'0:44.862',4600
'0:44.865',5400
'0:44.868',5200
'0:44.871',4800
'0:44.874',4000
'0:44.877',2200
'0:44.880',-800
'0:44.883',-3600
'0:44.886',-4200
'0:44.889',-4000
'0:44.892',-4400
'0:44.895',-4600
'0:44.898',-4200
'0:44.901',-4200
'0:44.904',-4000
'0:44.907',-2600
'0:44.910',-1000
'0:44.913',-400
'0:44.916',-400
'0:44.919',800
'0:44.922',1800
'0:44.925',3600
'0:44.928',4600
'0:44.931',4400
'0:44.934',4400
'0:44.937',3200
'0:44.940',1800
'0:44.943',200
'0:44.946',-1800
'0:44.949',-1600
'0:44.952',-400
'0:44.955',0
'0:44.958',-600
'0:44.961',-1800
'0:44.964',-2400
'0:44.967',-2800
'0:44.970',-4200
'0:44.973',-4400
'0:44.976',-4400
'0:44.979',-3800
'0:44.982',1400
'0:44.985',7000
'0:44.988',9800
'0:44.991',6800
'0:44.994',-400
'0:44.997',-4800
'0:45.000',-2600
'0:45.003',3600
'0:45.006',3600
'0:45.009',-1400
'0:45.012',-1600
'0:45.015',1400
'0:45.018',2600
'0:45.021',1400
'0:45.024',-2000
'0:45.027',-4200
'0:45.030',-4600
'0:45.033',-5400
'0:45.036',-5400
'0:45.039',-4600
'0:45.042',-2600
'0:45.045',200
'0:45.048',2400
'0:45.051',3600
'0:45.054',3200
'0:45.057',1200
'0:45.060',-600
'0:45.063',-1400
'0:45.066',-1600
'0:45.069',-600
'0:45.072',800
'0:45.075',2000
'0:45.078',2800
'0:45.081',3000
'0:45.084',2400
'0:45.087',1800
'0:45.090',800
'0:45.093',0
'0:45.096',-600
'0:45.099',-800
'0:45.102',-200
'0:45.105',0
'0:45.108',-200
'0:45.111',-400
'0:45.114',-800
'0:45.117',-400
'0:45.120',800
'0:45.123',800
'0:45.126',0
'0:45.129',-1400
'0:45.132',-2400
'0:45.135',-2600
'0:45.138',-3600
'0:45.141',-3800
'0:45.144',-3600
'0:45.147',-3000
'0:45.150',-1000
'0:45.153',-200
'0:45.156',600
'0:45.159',2400
'0:45.162',2800
'0:45.165',2800
'0:45.168',1800
'0:45.171',1200
'0:45.174',1600
'0:45.177',2000
'0:45.180',2200
'0:45.183',2000
'0:45.186',200
'0:45.189',-1400
'0:45.192',-2200
'0:45.195',-2800
'0:45.198',-2600
'0:45.201',-2600
'0:45.204',-2800
'0:45.207',-1400
'0:45.210',400
'0:45.213',2400
'0:45.216',3000
'0:45.219',-1000
'0:45.222',-5800
'0:45.225',-4200
'0:45.228',-200
'0:45.231',1800
'0:45.234',2600
'0:45.237',2800
'0:45.240',1200
'0:45.243',-3600
'0:45.246',-6600
'0:45.249',-3600
'0:45.252',2200
'0:45.255',6800
'0:45.258',8200
'0:45.261',3600
'0:45.264',-2800
'0:45.267',-7600
'0:45.270',-9000
'0:45.273',-6400
'0:45.276',-1200
'0:45.279',4400
'0:45.282',6400
'0:45.285',5400
'0:45.288',3400
'0:45.291',800
'0:45.294',-600
'0:45.297',-1200
'0:45.300',-1200
'0:45.303',200
'0:45.306',1400
'0:45.309',1400
'0:45.312',1200
'0:45.315',200
'0:45.318',-1000
'0:45.321',-1800
'0:45.324',-2800
'0:45.327',-2800
'0:45.330',-2400
'0:45.333',-2000
'0:45.336',-1000
'0:45.339',-800
'0:45.342',200
'0:45.345',400
'0:45.348',-600
'0:45.351',-1800
'0:45.354',-1800
'0:45.357',-1400
'0:45.360',-600
'0:45.363',0
'0:45.366',0
'0:45.369',600
'0:45.372',1000
'0:45.375',1400
'0:45.378',1000
'0:45.381',1400
'0:45.384',1800
'0:45.387',2400
'0:45.390',2200
'0:45.393',1400
'0:45.396',400
'0:45.399',-400
'0:45.402',-1000
'0:45.405',-2200
'0:45.408',-2600
'0:45.411',-2600
'0:45.414',-2400
'0:45.417',-1800
'0:45.420',-1200
'0:45.423',-2400
'0:45.426',-1800
'0:45.429',2400
'0:45.432',5800
'0:45.435',5000
'0:45.438',3600
'0:45.441',2400
'0:45.444',-200
'0:45.447',-5800
'0:45.450',-9400
'0:45.453',-8400
'0:45.456',-2800
'0:45.459',2200
'0:45.462',4200
'0:45.465',3600
'0:45.468',1200
'0:45.471',-1600
'0:45.474',-3600
'0:45.477',-3400
'0:45.480',-1000
'0:45.483',1200
'0:45.486',2200
'0:45.489',2000
'0:45.492',1800
'0:45.495',1400
'0:45.498',600
'0:45.502',-200
'0:45.505',-400
'0:45.508',0
'0:45.511',600
'0:45.514',600
'0:45.517',0
'0:45.520',-400
'0:45.523',-800
'0:45.526',-1400
'0:45.529',-1200
'0:45.532',-1000
'0:45.535',-400
'0:45.538',800
'0:45.541',2000
'0:45.544',2800
'0:45.547',3800
'0:45.550',5800
'0:45.553',1200
'0:45.556',-10600
'0:45.559',-13800
'0:45.562',-5200
'0:45.565',2800
'0:45.568',6200
'0:45.571',7000
'0:45.574',3800
'0:45.577',-3000
'0:45.580',-6600
'0:45.583',-4200
'0:45.586',-1200
'0:45.589',-3000
'0:45.592',-6200
'0:45.595',-5400
'0:45.598',-200
'0:45.601',3800
'0:45.604',4600
'0:45.607',4400
'0:45.610',4400
'0:45.613',4000
'0:45.616',4000
'0:45.619',4200
'0:45.622',2600
'0:45.625',-1200
'0:45.628',-5000
'0:45.631',-5600
'0:45.634',-4000
'0:45.637',-2600
'0:45.640',-1800
'0:45.643',-2000
'0:45.646',-2800
'0:45.649',-3600
'0:45.652',-3400
'0:45.655',-1600
'0:45.658',2000
'0:45.661',4400
'0:45.664',2400
'0:45.667',-1400
'0:45.670',200
'0:45.673',5600
'0:45.676',8800
'0:45.679',7800
'0:45.682',6200
'0:45.685',4400
'0:45.688',-1000
'0:45.691',-9000
'0:45.694',-11400
'0:45.697',-6600
'0:45.700',1400
'0:45.703',5600
'0:45.706',5000
'0:45.709',-400
'0:45.712',-6400
'0:45.715',-10600
'0:45.718',-11000
'0:45.721',-6800
'0:45.724',200
'0:45.727',5800
'0:45.730',8200
'0:45.733',7800
'0:45.736',4600
'0:45.739',0
'0:45.742',-2800
'0:45.745',-2800
'0:45.748',-1200
'0:45.751',600
'0:45.754',1600
'0:45.757',3000
'0:45.760',4600
'0:45.763',4600
'0:45.766',2600
'0:45.769',-1200
'0:45.772',-4200
'0:45.775',-5000
'0:45.778',-4600
'0:45.781',-5200
'0:45.784',-7000
'0:45.787',-5800
'0:45.790',1200
'0:45.793',7800
'0:45.796',7600
'0:45.799',4200
'0:45.802',600
'0:45.805',-2000
'0:45.808',-3200
'0:45.811',-3800
'0:45.814',-3600
'0:45.817',-3200
'0:45.820',-1800
'0:45.823',200
'0:45.826',2400
'0:45.829',4200
'0:45.832',4800
'0:45.835',4200
'0:45.838',4200
'0:45.841',3000
'0:45.844',1200
'0:45.847',-600
'0:45.850',-2200
'0:45.853',-3600
'0:45.856',-5600
'0:45.859',-7200
'0:45.862',-3400
'0:45.865',2400
'0:45.868',5000
'0:45.871',4200
'0:45.874',200
'0:45.877',-4000
'0:45.880',-7200
'0:45.883',-8200
'0:45.886',-4000
'0:45.889',4800
'0:45.892',10000
'0:45.895',-200
'0:45.898',-12600
'0:45.901',-4800
'0:45.904',13400
'0:45.907',17800
'0:45.910',6600
'0:45.913',-4600
'0:45.916',-5800
'0:45.919',-3400
'0:45.922',-3800
'0:45.925',-5600
'0:45.928',-5200
'0:45.931',-3000
'0:45.934',-1200
'0:45.937',-400
'0:45.940',600
'0:45.943',1800
'0:45.946',2800
'0:45.949',3200
'0:45.952',2800
'0:45.955',2200
'0:45.958',1000
'0:45.961',0
'0:45.964',-200
'0:45.967',200
'0:45.970',600
'0:45.973',1200
'0:45.976',1200
'0:45.979',-800
'0:45.982',-3000
'0:45.985',-3000
'0:45.988',-800
'0:45.991',800
'0:45.994',800
'0:45.997',-400
'0:46.000',-1800
'0:46.003',-3200
'0:46.006',-4000
'0:46.009',-3000
'0:46.012',-400
'0:46.015',1800
'0:46.018',-400
'0:46.021',-3400
'0:46.024',800
'0:46.027',9600
'0:46.030',10400
'0:46.033',800
'0:46.036',-8200
'0:46.039',-9800
'0:46.042',-7000
'0:46.045',-3400
'0:46.048',-1400
'0:46.051',1400
'0:46.054',5000
'0:46.057',7000
'0:46.060',6400
'0:46.063',3800
'0:46.066',2000
'0:46.069',1200
'0:46.072',0
'0:46.075',-1800
'0:46.078',-4000
'0:46.081',-5000
'0:46.084',-3600
'0:46.087',-1200
'0:46.090',-200
'0:46.093',-200
'0:46.096',600
'0:46.099',2800
'0:46.102',4600
'0:46.105',4800
'0:46.108',1400
'0:46.111',-5200
'0:46.114',-8600
'0:46.117',-3800
'0:46.120',2600
'0:46.123',4200
'0:46.126',200
'0:46.129',-4200
'0:46.132',-5200
'0:46.135',-3400
'0:46.138',-1600
'0:46.141',1000
'0:46.144',4800
'0:46.147',8200
'0:46.150',6200
'0:46.153',400
'0:46.156',-5200
'0:46.159',-7600
'0:46.162',-6400
'0:46.165',-2200
'0:46.168',1600
'0:46.171',2600
'0:46.174',2000
'0:46.177',1600
'0:46.180',2400
'0:46.183',3200
'0:46.186',2800
'0:46.189',1000
'0:46.192',-400
'0:46.195',-1400
'0:46.198',-2200
'0:46.201',-2800
'0:46.204',-2600
'0:46.207',-800
'0:46.210',1000
'0:46.213',2000
'0:46.216',2400
'0:46.219',3200
'0:46.222',6400
'0:46.225',400
'0:46.228',-14000
'0:46.231',-25600
'0:46.234',-7800
'0:46.237',21600
'0:46.240',25400
'0:46.243',5800
'0:46.246',-6600
'0:46.249',-4200
'0:46.252',-400
'0:46.255',-3200
'0:46.258',-6200
'0:46.261',-5000
'0:46.264',-2200
'0:46.267',-600
'0:46.270',600
'0:46.273',2000
'0:46.276',4200
'0:46.279',6000
'0:46.282',6200
'0:46.285',4600
'0:46.288',3200
'0:46.291',1600
'0:46.294',0
'0:46.297',-2000
'0:46.300',-3600
'0:46.303',-5400
'0:46.306',-6600
'0:46.309',-7200
'0:46.312',-4800
'0:46.315',1800
'0:46.318',6400
'0:46.321',4800
'0:46.324',-200
'0:46.327',-3400
'0:46.330',-3600
'0:46.333',1400
'0:46.336',4400
'0:46.339',2000
'0:46.342',800
'0:46.345',2200
'0:46.348',3000
'0:46.351',2200
'0:46.354',800
'0:46.357',-800
'0:46.360',-2600
'0:46.363',-4000
'0:46.366',-4200
'0:46.369',-3400
'0:46.372',-1400
'0:46.375',800
'0:46.378',2200
'0:46.381',2800
'0:46.384',3000
'0:46.387',2400
'0:46.390',400
'0:46.393',-2000
'0:46.396',-3600
'0:46.399',-3400
'0:46.402',-1800
'0:46.405',-400
'0:46.408',-600
'0:46.411',-800
'0:46.414',0
'0:46.417',600
'0:46.420',600
'0:46.423',-200
'0:46.426',-1000
'0:46.429',-1000
'0:46.432',-600
'0:46.435',-200
'0:46.438',-200
'0:46.441',400
'0:46.444',1200
'0:46.447',2000
'0:46.450',2000
'0:46.453',1000
'0:46.456',600
'0:46.459',800
'0:46.462',1400
'0:46.465',1000
'0:46.468',0
'0:46.471',-800
'0:46.474',-1400
'0:46.477',-1800
'0:46.480',-2400
'0:46.483',-2000
'0:46.486',-2200
'0:46.489',-1200
'0:46.492',-1200
'0:46.495',-600
'0:46.498',-1200
'0:46.502',-1000
'0:46.505',1000
'0:46.508',2400
'0:46.511',3400
'0:46.514',1400
'0:46.517',1000
'0:46.520',200
'0:46.523',200
'0:46.526',400
'0:46.529',-200
'0:46.532',-1000
'0:46.535',-1400
'0:46.538',-1200
'0:46.541',-1200
'0:46.544',600
'0:46.547',1800
'0:46.550',-800
'0:46.553',-5400
'0:46.556',-3400
'0:46.559',1600
'0:46.562',2800
'0:46.565',2000
'0:46.568',1600
'0:46.571',-200
'0:46.574',-5000
'0:46.577',-8200
'0:46.580',-5400
'0:46.583',1400
'0:46.586',7000
'0:46.589',8800
'0:46.592',6000
'0:46.595',200
'0:46.598',-5000
'0:46.601',-7800
'0:46.604',-7200
'0:46.607',-3000
'0:46.610',2800
'0:46.613',6600
'0:46.616',6600
'0:46.619',3400
'0:46.622',400
'0:46.625',-2400
'0:46.628',-2800
'0:46.631',-2800
'0:46.634',-1600
'0:46.637',1200
'0:46.640',2400
'0:46.643',3600
'0:46.646',3000
'0:46.649',2600
'0:46.652',400
'0:46.655',-800
'0:46.658',-2400
'0:46.661',-3200
'0:46.664',-3400
'0:46.667',-3400
'0:46.670',-1800
'0:46.673',-1000
'0:46.676',-800
'0:46.679',-800
'0:46.682',-1200
'0:46.685',-1400
'0:46.688',-2600
'0:46.691',-3200
'0:46.694',1400
'0:46.697',8200
'0:46.700',3800
'0:46.703',-4200
'0:46.706',-4200
'0:46.709',-400
'0:46.712',200
'0:46.715',-400
'0:46.718',2000
'0:46.721',4000
'0:46.724',2800
'0:46.727',600
'0:46.730',1000
'0:46.733',2000
'0:46.736',1200
'0:46.739',-2200
'0:46.742',-2600
'0:46.745',-400
'0:46.748',-2200
'0:46.751',-4800
'0:46.754',-5800
'0:46.757',-4000
'0:46.760',2200
'0:46.763',6200
'0:46.766',6400
'0:46.769',4400
'0:46.772',1800
'0:46.775',-800
'0:46.778',-4800
'0:46.781',-7400
'0:46.784',-6000
'0:46.787',-800
'0:46.790',3600
'0:46.793',4600
'0:46.796',3800
'0:46.799',1200
'0:46.802',-1200
'0:46.805',-3600
'0:46.808',-4400
'0:46.811',-3600
'0:46.814',-2800
'0:46.817',-3400
'0:46.820',-2200
'0:46.823',9000
'0:46.826',17800
'0:46.829',4600
'0:46.832',-15000
'0:46.835',-14400
'0:46.838',200
'0:46.841',6200
'0:46.844',2800
'0:46.847',3200
'0:46.850',4800
'0:46.853',2600
'0:46.856',0
'0:46.859',0
'0:46.862',-1800
'0:46.865',-6000
'0:46.868',-7000
'0:46.871',-5000
'0:46.874',-2000
'0:46.877',600
'0:46.880',1800
'0:46.883',3800
'0:46.886',5400
'0:46.889',4000
'0:46.892',2600
'0:46.895',200
'0:46.898',-1800
'0:46.901',-2800
'0:46.904',-3600
'0:46.907',-2200
'0:46.910',-600
'0:46.913',200
'0:46.916',200
'0:46.919',-1000
'0:46.922',-2000
'0:46.925',-2400
'0:46.928',-2800
'0:46.931',-2000
'0:46.934',-800
'0:46.937',2000
'0:46.940',3000
'0:46.943',3800
'0:46.946',4000
'0:46.949',3000
'0:46.952',1800
'0:46.955',-200
'0:46.958',-1600
'0:46.961',-1800
'0:46.964',-2400
'0:46.967',-2200
'0:46.970',-2400
'0:46.973',-1800
'0:46.976',-1200
'0:46.979',-1000
'0:46.982',-600
'0:46.985',200
'0:46.988',1400
'0:46.991',3400
'0:46.994',2000
'0:46.997',-3800
'0:47.000',-6600
'0:47.003',-2600
'0:47.006',4800
'0:47.009',8000
'0:47.012',6600
'0:47.015',4400
'0:47.018',1200
'0:47.021',-5200
'0:47.024',-10800
'0:47.027',-9800
'0:47.030',-2400
'0:47.033',4600
'0:47.036',8000
'0:47.039',6200
'0:47.042',400
'0:47.045',-5800
'0:47.048',-9200
'0:47.051',-7400
'0:47.054',-2000
'0:47.057',4200
'0:47.060',7800
'0:47.063',8200
'0:47.066',5000
'0:47.069',1000
'0:47.072',-3000
'0:47.075',-4600
'0:47.078',-4200
'0:47.081',-2400
'0:47.084',-1800
'0:47.087',-1600
'0:47.090',-400
'0:47.093',2400
'0:47.096',4800
'0:47.099',4000
'0:47.102',800
'0:47.105',-2800
'0:47.108',-5200
'0:47.111',-5000
'0:47.114',1000
'0:47.117',4400
'0:47.120',600
'0:47.123',-4200
'0:47.126',-3400
'0:47.129',-1200
'0:47.132',-1600
'0:47.135',-2200
'0:47.138',-1000
'0:47.141',-200
'0:47.144',200
'0:47.147',2200
'0:47.150',3600
'0:47.153',3400
'0:47.156',2800
'0:47.159',4200
'0:47.162',4000
'0:47.165',1600
'0:47.168',-1000
'0:47.171',-1600
'0:47.174',-1800
'0:47.177',-2000
'0:47.180',-2400
'0:47.183',-2600
'0:47.186',-4200
'0:47.189',-6200
'0:47.192',-3600
'0:47.195',2400
'0:47.198',5000
'0:47.201',6000
'0:47.204',4200
'0:47.207',800
'0:47.210',-3800
'0:47.213',-7800
'0:47.216',-7800
'0:47.219',-4000
'0:47.222',1200
'0:47.225',4600
'0:47.228',6600
'0:47.231',4800
'0:47.234',1400
'0:47.237',-2600
'0:47.240',-2800
'0:47.243',-800
'0:47.246',1800
'0:47.249',1800
'0:47.252',-1600
'0:47.255',-4400
'0:47.258',-3400
'0:47.261',-1000
'0:47.264',0
'0:47.267',400
'0:47.270',1200
'0:47.273',2800
'0:47.276',3800
'0:47.279',3400
'0:47.282',1400
'0:47.285',-1000
'0:47.288',-2400
'0:47.291',-2800
'0:47.294',-2600
'0:47.297',-2200
'0:47.300',-2200
'0:47.303',-2000
'0:47.306',-1000
'0:47.309',600
'0:47.312',1800
'0:47.315',2200
'0:47.318',2200
'0:47.321',1600
'0:47.324',400
'0:47.327',-200
'0:47.330',0
'0:47.333',200
'0:47.336',-400
'0:47.339',-1200
'0:47.342',-1400
'0:47.345',-1000
'0:47.348',-600
'0:47.351',200
'0:47.354',-200
'0:47.357',-600
'0:47.360',200
'0:47.363',800
'0:47.366',200
'0:47.369',-2000
'0:47.372',-3200
'0:47.375',-3800
'0:47.378',-2200
'0:47.381',-200
'0:47.384',800
'0:47.387',1000
'0:47.390',400
'0:47.393',600
'0:47.396',1000
'0:47.399',1200
'0:47.402',1600
