Elapsed time',PCG
0:44.607',-1800
0:44.610',-1000
0:44.613',-200
0:44.616',-200
0:44.619',-200
0:44.622',-200
0:44.625',-400
0:44.628',-200
0:44.631',-200
0:44.634',-400
0:44.637',-400
0:44.640',0
0:44.643',800
0:44.646',1000
0:44.649',200
0:44.652',200
0:44.655',2200
0:44.658',2400
0:44.661',-1400
0:44.664',-3200
0:44.667',-1800
0:44.670',-1800
0:44.673',-2400
0:44.676',-2000
0:44.679',-600
0:44.682',400
0:44.685',600
0:44.688',1000
0:44.691',1400
0:44.694',600
0:44.697',-800
0:44.700',-1800
0:44.703',-2000
0:44.706',-1800
0:44.709',-1400
0:44.712',-1400
0:44.715',-1000
0:44.718',-200
0:44.721',1000
0:44.724',2000
0:44.727',3200
0:44.730',3800
0:44.733',4200
0:44.736',4400
0:44.739',3800
0:44.742',2200
0:44.745',800
0:44.748',0
0:44.751',-800
0:44.754',-2200
0:44.757',-3600
0:44.760',-5000
0:44.763',-5400
0:44.766',-5400
0:44.769',-5800
0:44.772',-5600
0:44.775',-4800
0:44.778',-3400
0:44.781',-1600
0:44.784',1200
0:44.787',3000
0:44.790',3600
0:44.793',4000
0:44.796',4400
0:44.799',4200
0:44.802',3800
0:44.805',3000
0:44.808',2200
0:44.811',1200
0:44.814',800
0:44.817',1200
0:44.820',1200
0:44.823',800
0:44.826',0
0:44.829',-400
0:44.832',-600
0:44.835',-400
0:44.838',0
0:44.841',-400
0:44.844',-1400
0:44.847',-3000
0:44.850',-5000
0:44.853',-5800
0:44.856',-6000
0:44.859',-5200
0:44.862',-3400
0:44.865',-1200
0:44.868',600
0:44.871',2600
0:44.874',3800
0:44.877',4200
0:44.880',3400
0:44.883',1600
0:44.886',400
0:44.889',-200
0:44.892',-1600
0:44.895',-3000
0:44.898',-3800
0:44.901',-3600
0:44.904',-2400
0:44.907',-400
0:44.910',2400
0:44.913',4200
0:44.916',5000
0:44.919',4600
0:44.922',4400
0:44.925',4200
0:44.928',2800
0:44.931',800
0:44.934',-1000
0:44.937',-2400
0:44.940',-3800
0:44.943',-4400
0:44.946',-5400
0:44.949',-6400
0:44.952',-6600
0:44.955',-5800
0:44.958',-3800
0:44.961',-1400
0:44.964',1800
0:44.967',4600
0:44.970',6200
0:44.973',6200
0:44.976',5400
0:44.979',4800
0:44.982',4800
0:44.985',4600
0:44.988',3600
0:44.991',2200
0:44.994',400
0:44.997',-1400
0:45.000',-3400
0:45.003',-5400
0:45.006',-6800
0:45.009',-6600
0:45.012',-5800
0:45.015',-5200
0:45.018',-3800
0:45.021',-2200
0:45.024',-1000
0:45.027',-200
0:45.030',1200
0:45.033',2200
0:45.036',1400
0:45.039',1200
0:45.042',400
0:45.045',-800
0:45.048',-200
0:45.051',600
0:45.054',3000
0:45.057',2000
0:45.060',-1600
0:45.063',800
0:45.066',3000
0:45.069',2000
0:45.072',1600
0:45.075',2600
0:45.078',1600
0:45.081',1600
0:45.084',1000
0:45.087',-1000
0:45.090',200
0:45.093',-200
0:45.096',-800
0:45.099',1000
0:45.102',1200
0:45.105',-2400
0:45.108',400
0:45.111',600
0:45.114',-1000
0:45.117',-2200
0:45.120',-3600
0:45.123',-3000
0:45.126',-2000
0:45.129',-2800
0:45.132',-5000
0:45.135',-2600
0:45.138',1400
0:45.141',1200
0:45.144',-1000
0:45.147',200
0:45.150',3600
0:45.153',3600
0:45.156',800
0:45.159',400
0:45.162',1000
0:45.165',1200
0:45.168',200
0:45.171',-600
0:45.174',-200
0:45.177',-200
0:45.180',-1200
0:45.183',-2200
0:45.186',-3200
0:45.189',-2000
0:45.192',-400
0:45.195',-1000
0:45.198',-1600
0:45.201',0
0:45.204',1400
0:45.207',2200
0:45.210',1400
0:45.213',600
0:45.216',1800
0:45.219',2800
0:45.222',2000
0:45.225',800
0:45.228',400
0:45.231',-2200
0:45.234',-4600
0:45.237',-2800
0:45.240',-1600
0:45.243',-2000
0:45.246',-1200
0:45.249',600
0:45.252',600
0:45.255',-1000
0:45.258',-1400
0:45.261',-1000
0:45.264',-400
0:45.267',800
0:45.270',2200
0:45.273',2000
0:45.276',2200
0:45.279',3400
0:45.282',3200
0:45.285',1800
0:45.288',-400
0:45.291',-1600
0:45.294',-2200
0:45.297',-3400
0:45.300',-5000
0:45.303',-4800
0:45.306',-4200
0:45.309',-3000
0:45.312',-1800
0:45.315',-1000
0:45.318',-200
0:45.321',1000
0:45.324',1200
0:45.327',2000
0:45.330',3000
0:45.333',2600
0:45.336',1600
0:45.339',1800
0:45.342',1800
0:45.345',1600
0:45.348',800
0:45.351',600
0:45.354',1000
0:45.357',1200
0:45.360',1800
0:45.363',1400
0:45.366',600
0:45.369',200
0:45.372',0
0:45.375',-800
0:45.378',-2400
0:45.381',-4000
0:45.384',-5000
0:45.387',-6000
0:45.390',-6000
0:45.393',-5200
0:45.396',-3600
0:45.399',-2400
0:45.402',-1000
0:45.405',600
0:45.408',2600
0:45.411',3600
0:45.414',3800
0:45.417',4400
0:45.420',3600
0:45.423',2400
0:45.426',1000
0:45.429',600
0:45.432',400
0:45.435',-600
0:45.438',-1400
0:45.441',-1800
0:45.444',-1800
0:45.447',-2000
0:45.450',-1800
0:45.453',-2000
0:45.456',1000
0:45.459',2000
0:45.462',600
0:45.465',2000
0:45.468',3400
0:45.471',1400
0:45.474',-2200
0:45.477',-2600
0:45.480',-4000
0:45.483',-2800
0:45.486',0
0:45.489',-2400
0:45.492',400
0:45.495',3000
0:45.498',3400
0:45.502',4400
0:45.505',3000
0:45.508',600
0:45.511',600
0:45.514',-2800
0:45.517',-6000
0:45.520',-7400
0:45.523',-6800
0:45.526',-5400
0:45.529',-3600
0:45.532',-800
0:45.535',1200
0:45.538',1400
0:45.541',3400
0:45.544',6000
0:45.547',5400
0:45.550',3600
0:45.553',5000
0:45.556',4600
0:45.559',2200
0:45.562',-400
0:45.565',-2600
0:45.568',-4400
0:45.571',-6200
0:45.574',-7600
0:45.577',-7400
0:45.580',-5400
0:45.583',-3000
0:45.586',-1000
0:45.589',800
0:45.592',3200
0:45.595',6000
0:45.598',6000
0:45.601',5200
0:45.604',5000
0:45.607',4800
0:45.610',4400
0:45.613',2600
0:45.616',400
0:45.619',-1400
0:45.622',-3400
0:45.625',-5200
0:45.628',-5800
0:45.631',-5200
0:45.634',-4600
0:45.637',-4000
0:45.640',-2800
0:45.643',-2200
0:45.646',-1800
0:45.649',-1200
0:45.652',0
0:45.655',1000
0:45.658',1400
0:45.661',1400
0:45.664',1800
0:45.667',1000
0:45.670',1200
0:45.673',1400
0:45.676',400
0:45.679',-200
0:45.682',800
0:45.685',2000
0:45.688',1800
0:45.691',1800
0:45.694',1800
0:45.697',2200
0:45.700',1600
0:45.703',1200
0:45.706',2000
0:45.709',3000
0:45.712',2000
0:45.715',200
0:45.718',-1400
0:45.721',-2400
0:45.724',-4600
0:45.727',-6000
0:45.730',-6200
0:45.733',-4800
0:45.736',-3800
0:45.739',-2200
0:45.742',-1200
0:45.745',-1200
0:45.748',-800
0:45.751',400
0:45.754',2400
0:45.757',3800
0:45.760',4000
0:45.763',3800
0:45.766',3600
0:45.769',3400
0:45.772',2800
0:45.775',2400
0:45.778',1400
0:45.781',-200
0:45.784',-800
0:45.787',-1800
0:45.790',-3800
0:45.793',-5400
0:45.796',-5200
0:45.799',-4000
0:45.802',-2800
0:45.805',-1600
0:45.808',-1000
0:45.811',-800
0:45.814',-1000
0:45.817',-400
0:45.820',-200
0:45.823',200
0:45.826',200
0:45.829',400
0:45.832',600
0:45.835',1400
0:45.838',400
0:45.841',0
0:45.844',0
0:45.847',1000
0:45.850',2200
0:45.853',3200
0:45.856',3400
0:45.859',3400
0:45.862',2600
0:45.865',1600
0:45.868',400
0:45.871',-200
0:45.874',-400
0:45.877',-1000
0:45.880',-1800
0:45.883',-2600
0:45.886',-2400
0:45.889',-2400
0:45.892',-3000
0:45.895',-3000
0:45.898',-2000
0:45.901',-1400
0:45.904',-1000
0:45.907',-1000
0:45.910',400
0:45.913',2000
0:45.916',3400
0:45.919',3600
0:45.922',2600
0:45.925',1000
0:45.928',200
0:45.931',-800
0:45.934',-1800
0:45.937',-2400
0:45.940',-2400
0:45.943',-2800
0:45.946',-3000
0:45.949',-2200
0:45.952',-1600
0:45.955',-1000
0:45.958',400
0:45.961',2400
0:45.964',2200
0:45.967',0
0:45.970',400
0:45.973',2800
0:45.976',2000
0:45.979',1000
0:45.982',1200
0:45.985',1200
0:45.988',400
0:45.991',400
0:45.994',600
0:45.997',1400
0:46.000',2000
0:46.003',1200
0:46.006',400
0:46.009',-400
0:46.012',-1800
0:46.015',-4000
0:46.018',-4600
0:46.021',-4200
0:46.024',-3600
0:46.027',-3600
0:46.030',-3200
0:46.033',-3000
0:46.036',-3200
0:46.039',-2600
0:46.042',-600
0:46.045',1400
0:46.048',3200
0:46.051',3800
0:46.054',3800
0:46.057',3600
0:46.060',3000
0:46.063',2000
0:46.066',1200
0:46.069',1000
0:46.072',1000
0:46.075',1200
0:46.078',600
0:46.081',-400
0:46.084',-1600
0:46.087',-1800
0:46.090',-1600
0:46.093',-800
0:46.096',200
0:46.099',1200
0:46.102',2600
0:46.105',3800
0:46.108',4600
0:46.111',4200
0:46.114',1600
0:46.117',-1800
0:46.120',-5400
0:46.123',-7800
0:46.126',-7800
0:46.129',-7400
0:46.132',-5800
0:46.135',-3600
0:46.138',-1600
0:46.141',-200
0:46.144',1000
0:46.147',1600
0:46.150',1600
0:46.153',2000
0:46.156',3200
0:46.159',2800
0:46.162',1600
0:46.165',2000
0:46.168',2800
0:46.171',3000
0:46.174',2800
0:46.177',2600
0:46.180',3400
0:46.183',3800
0:46.186',2600
0:46.189',-200
0:46.192',-4000
0:46.195',-5800
0:46.198',-6000
0:46.201',-5200
0:46.204',-4000
0:46.207',-3400
0:46.210',-2600
0:46.213',-2000
0:46.216',-1600
0:46.219',-2400
0:46.222',-4000
0:46.225',-4600
0:46.228',-2600
0:46.231',1000
0:46.234',4200
0:46.237',5800
0:46.240',6200
0:46.243',7200
0:46.246',6600
0:46.249',6200
0:46.252',6000
0:46.255',3400
0:46.258',800
0:46.261',-200
0:46.264',-1600
0:46.267',-3000
0:46.270',-5000
0:46.273',-6400
0:46.276',-6200
0:46.279',-5800
0:46.282',-5200
0:46.285',-3600
0:46.288',-1400
0:46.291',-800
0:46.294',-1000
0:46.297',-1400
0:46.300',-1400
0:46.303',-600
0:46.306',1200
0:46.309',3600
0:46.312',5000
0:46.315',4800
0:46.318',4400
0:46.321',3400
0:46.324',2200
0:46.327',1200
0:46.330',400
0:46.333',200
0:46.336',0
0:46.339',-200
0:46.342',-800
0:46.345',200
0:46.348',1200
0:46.351',1600
0:46.354',800
0:46.357',600
0:46.360',-1000
0:46.363',-2600
0:46.366',-3600
0:46.369',-5200
0:46.372',-4600
0:46.375',-3600
0:46.378',-4200
0:46.381',-4200
0:46.384',-2800
0:46.387',-800
0:46.390',1800
0:46.393',1400
0:46.396',-800
0:46.399',400
0:46.402',3000
0:46.405',3200
0:46.408',2600
0:46.411',3600
0:46.414',3800
0:46.417',2600
0:46.420',2200
0:46.423',1200
0:46.426',0
0:46.429',-1000
0:46.432',-1800
0:46.435',-2800
0:46.438',-4000
0:46.441',-3200
0:46.444',-1600
0:46.447',-1400
0:46.450',-1200
0:46.453',-1000
0:46.456',-800
0:46.459',-1200
0:46.462',-2000
0:46.465',-2400
0:46.468',-2600
0:46.471',-2200
0:46.474',-1600
0:46.477',-400
0:46.480',800
0:46.483',2000
0:46.486',3000
0:46.489',3800
0:46.492',5000
0:46.495',5400
0:46.498',5200
0:46.502',4600
0:46.505',4000
0:46.508',3000
0:46.511',1400
0:46.514',-400
0:46.517',-2000
0:46.520',-3800
0:46.523',-5000
0:46.526',-5400
0:46.529',-5000
0:46.532',-5200
0:46.535',-4400
0:46.538',-3400
0:46.541',-2200
0:46.544',-1000
0:46.547',400
0:46.550',1400
0:46.553',2200
0:46.556',2200
0:46.559',1600
0:46.562',1200
0:46.565',1000
0:46.568',1200
0:46.571',800
0:46.574',600
0:46.577',600
0:46.580',800
0:46.583',600
0:46.586',800
0:46.589',400
0:46.592',0
0:46.595',-800
0:46.598',-800
0:46.601',-600
0:46.604',-1000
0:46.607',-1800
0:46.610',-2600
0:46.613',-3200
0:46.616',-4000
0:46.619',-4000
0:46.622',-3200
0:46.625',-1600
0:46.628',200
0:46.631',1400
0:46.634',2200
0:46.637',3000
0:46.640',3800
0:46.643',3800
0:46.646',3200
0:46.649',3000
0:46.652',3000
0:46.655',3000
0:46.658',3200
0:46.661',2400
0:46.664',800
0:46.667',-800
0:46.670',-2000
0:46.673',-2800
0:46.676',-3800
0:46.679',-4800
0:46.682',-5800
0:46.685',-6200
0:46.688',-6600
0:46.691',-6200
0:46.694',-4400
0:46.697',-1600
0:46.700',1400
0:46.703',4000
0:46.706',5800
0:46.709',6000
0:46.712',5400
0:46.715',4200
0:46.718',3000
0:46.721',1600
0:46.724',600
0:46.727',-200
0:46.730',-600
0:46.733',-800
0:46.736',-1600
0:46.739',-2000
0:46.742',-2800
0:46.745',-3000
0:46.748',-2800
0:46.751',-2600
0:46.754',-1800
0:46.757',-600
0:46.760',400
0:46.763',2800
0:46.766',5000
0:46.769',6000
0:46.772',5400
0:46.775',3000
0:46.778',-600
0:46.781',-3800
0:46.784',-5800
0:46.787',-6800
0:46.790',-6400
0:46.793',-4800
0:46.796',-2200
0:46.799',0
0:46.802',2000
0:46.805',2800
0:46.808',2800
0:46.811',3000
0:46.814',3800
0:46.817',1200
0:46.820',-2400
0:46.823',-2400
0:46.826',-1600
0:46.829',-2600
0:46.832',-2600
0:46.835',-1000
0:46.838',200
0:46.841',600
0:46.844',1400
0:46.847',2800
0:46.850',3400
0:46.853',3800
0:46.856',3200
0:46.859',2200
0:46.862',1000
0:46.865',-800
0:46.868',-2800
0:46.871',-3800
0:46.874',-4000
0:46.877',-3400
0:46.880',-3600
0:46.883',-5200
0:46.886',-3200
0:46.889',-600
0:46.892',-1600
0:46.895',-3400
0:46.898',600
0:46.901',1800
0:46.904',2600
0:46.907',6200
0:46.910',1800
0:46.913',3000
0:46.916',6200
0:46.919',4000
0:46.922',4000
0:46.925',3400
0:46.928',0
0:46.931',2200
0:46.934',-400
0:46.937',-3400
0:46.940',-5000
0:46.943',-6600
0:46.946',-5400
0:46.949',-3000
0:46.952',-3200
0:46.955',-5600
0:46.958',-4600
0:46.961',-600
0:46.964',200
0:46.967',-2400
0:46.970',-3000
0:46.973',1200
0:46.976',4000
0:46.979',3200
0:46.982',4400
0:46.985',5400
0:46.988',4600
0:46.991',3400
0:46.994',1800
0:46.997',1000
0:47.000',600
0:47.003',600
0:47.006',-400
0:47.009',-800
0:47.012',-600
0:47.015',0
0:47.018',-600
0:47.021',-800
0:47.024',200
0:47.027',1200
0:47.030',2200
0:47.033',2000
0:47.036',-200
0:47.039',-2200
0:47.042',-2000
0:47.045',-2400
0:47.048',-4200
0:47.051',-3800
0:47.054',-4600
0:47.057',-5400
0:47.060',-3400
0:47.063',-2000
0:47.066',-2600
0:47.069',-1600
0:47.072',200
0:47.075',1400
0:47.078',1400
0:47.081',2200
0:47.084',2600
0:47.087',2000
0:47.090',1600
0:47.093',2400
0:47.096',2000
0:47.099',600
0:47.102',1200
0:47.105',2000
0:47.108',1000
0:47.111',-200
0:47.114',-1000
0:47.117',0
0:47.120',-400
0:47.123',-2000
0:47.126',-2600
0:47.129',-2200
0:47.132',-1800
0:47.135',-1200
0:47.138',-1200
0:47.141',-1400
0:47.144',-800
0:47.147',-600
0:47.150',600
0:47.153',1600
0:47.156',2400
0:47.159',1800
0:47.162',1400
0:47.165',1200
0:47.168',1400
0:47.171',600
0:47.174',0
0:47.177',-400
0:47.180',-600
0:47.183',-400
0:47.186',0
0:47.189',0
0:47.192',200
0:47.195',600
0:47.198',-200
0:47.201',-1000
0:47.204',-1800
0:47.207',-1800
0:47.210',-2000
0:47.213',-2400
0:47.216',-2400
0:47.219',-1000
0:47.222',-200
0:47.225',200
0:47.228',600
0:47.231',1000
0:47.234',1600
0:47.237',3200
0:47.240',2600
0:47.243',-400
0:47.246',-600
0:47.249',-400
0:47.252',-1400
0:47.255',-2000
0:47.258',-2000
0:47.261',-3000
0:47.264',-2800
0:47.267',-1600
0:47.270',-400
0:47.273',400
0:47.276',600
0:47.279',800
0:47.282',1200
0:47.285',1800
0:47.288',1800
0:47.291',2200
0:47.294',2000
0:47.297',1200
0:47.300',-200
0:47.303',-600
0:47.306',-400
0:47.309',-200
0:47.312',-1200
0:47.315',200
0:47.318',-2000
0:47.321',-3400
0:47.324',-200
0:47.327',1400
0:47.330',-2800
0:47.333',-3600
0:47.336',400
0:47.339',-800
0:47.342',2800
0:47.345',2200
0:47.348',-5000
0:47.351',600
0:47.354',800
0:47.357',-2200
0:47.360',-2000
0:47.363',-3800
0:47.366',-3000
0:47.369',1800
0:47.372',-800
0:47.375',1000
0:47.378',2600
0:47.381',3800
0:47.384',4200
0:47.387',4400
0:47.390',2800
0:47.393',1400
0:47.396',2800
0:47.399',3600
0:47.402',2400
0:47.405',-400
0:47.408',-400
0:47.411',3000
0:47.414',1400
0:47.417',-2400
0:47.420',-5000
0:47.423',-6600
0:47.426',-7800
0:47.429',-8400
0:47.432',-8200
0:47.435',-6600
0:47.438',-2800
0:47.441',600
0:47.444',2200
0:47.447',3400
0:47.450',5800
0:47.453',6000
0:47.456',3200
0:47.459',1600
0:47.462',1200
0:47.465',800
0:47.468',1200
0:47.471',600
0:47.474',-800
0:47.477',-400
0:47.480',1000
0:47.483',600
0:47.486',-600
0:47.489',-200
0:47.492',-600
0:47.495',-400
0:47.498',1400
0:47.502',1200
0:47.505',-600
0:47.508',-2000
0:47.511',-3200
0:47.514',-3800
0:47.517',-3600
0:47.520',-3600
0:47.523',-3600
0:47.526',-3400
0:47.529',-2200
0:47.532',-400
0:47.535',0
0:47.538',1000
0:47.541',3400
0:47.544',5800
0:47.547',5800
0:47.550',5000
0:47.553',5200
0:47.556',6000
0:47.559',3800
0:47.562',0
0:47.565',-1800
0:47.568',-3000
0:47.571',-4200
0:47.574',-5000
0:47.577',-4200
0:47.580',-3600
0:47.583',-3400
0:47.586',-3000
0:47.589',-1600
0:47.592',-400
0:47.595',-200
0:47.598',0
0:47.601',-800
0:47.604',-1000
0:47.607',-800
0:47.610',-200
0:47.613',600
0:47.616',600
0:47.619',600
0:47.622',1600
0:47.625',2000
0:47.628',1800
0:47.631',2400
0:47.634',2600
0:47.637',2000
0:47.640',1200
0:47.643',800
0:47.646',600
0:47.649',200
0:47.652',0
0:47.655',400
0:47.658',2200
0:47.661',2200
0:47.664',-200
0:47.667',-1200
0:47.670',-600
0:47.673',-1800
0:47.676',-3000
0:47.679',-2800
0:47.682',-2800
0:47.685',-3800
0:47.688',-4200
0:47.691',-3400
0:47.694',-2400
0:47.697',-1800
0:47.700',-1600
0:47.703',-1400
0:47.706',-1400
0:47.709',-1000
0:47.712',-200
0:47.715',1000
0:47.718',2000
0:47.721',2600
0:47.724',1800
0:47.727',1000
0:47.730',600
0:47.733',2800
0:47.736',3600
0:47.739',-600
0:47.742',400
0:47.745',3200
0:47.748',2200
0:47.751',-2200
0:47.754',-600
0:47.757',400
0:47.760',200
0:47.763',3200
0:47.766',-3000
0:47.769',-3000
0:47.772',1200
0:47.775',-1600
0:47.778',-1400
0:47.781',-600
0:47.784',-3600
0:47.787',400
0:47.790',800
0:47.793',-2000
0:47.796',-400
0:47.799',-600
0:47.802',-1000
0:47.805',1400
0:47.808',2600
0:47.811',200
0:47.814',-1600
0:47.817',1400
0:47.820',3000
0:47.823',1400
0:47.826',-600
0:47.829',1200
0:47.832',1400
0:47.835',-1400
0:47.838',-2400
0:47.841',-1400
0:47.844',-600
0:47.847',-2000
0:47.850',-3600
0:47.853',-3600
0:47.856',-800
0:47.859',800
0:47.862',-200
0:47.865',-2200
0:47.868',-2000
0:47.871',1000
0:47.874',1800
0:47.877',600
0:47.880',1000
0:47.883',1000
0:47.886',2000
0:47.889',2400
0:47.892',1000
0:47.895',1200
0:47.898',1600
0:47.901',1200
0:47.904',200
0:47.907',-800
0:47.910',-2400
0:47.913',-4200
0:47.916',-3400
0:47.919',-2600
0:47.922',-1400
0:47.925',600
0:47.928',1600
0:47.931',1000
0:47.934',800
0:47.937',1600
0:47.940',2200
0:47.943',2200
0:47.946',2400
0:47.949',1800
0:47.952',-800
0:47.955',-3600
0:47.958',-3000
0:47.961',-1600
0:47.964',-3800
0:47.967',-6000
0:47.970',-4000
0:47.973',1400
0:47.976',3400
0:47.979',600
0:47.982',-1000
0:47.985',-1000
0:47.988',400
0:47.991',2400
0:47.994',3200
0:47.997',1800
0:48.000',-400
0:48.003',-2400
0:48.006',-3000
0:48.009',-1600
0:48.012',200
0:48.015',600
0:48.018',600
0:48.021',600
0:48.024',2200
0:48.027',4000
0:48.030',5000
0:48.033',5200
0:48.036',4400
0:48.039',3000
0:48.042',-1400
0:48.045',-6000
0:48.048',-7200
0:48.051',-7000
0:48.054',-6000
0:48.057',-5000
0:48.060',-4000
0:48.063',-4600
0:48.066',-6600
0:48.069',-5200
0:48.072',2000
0:48.075',8000
0:48.078',8000
0:48.081',2200
0:48.084',-600
0:48.087',2800
0:48.090',4600
0:48.093',3200
0:48.096',2000
0:48.099',1800
0:48.102',400
0:48.105',-400
0:48.108',-400
0:48.111',800
0:48.114',1400
0:48.117',800
0:48.120',600
0:48.123',-400
0:48.126',-800
0:48.129',-2400
0:48.132',-4400
0:48.135',-6000
0:48.138',-6800
0:48.141',-7200
0:48.144',-6000
0:48.147',-400
0:48.150',3400
0:48.153',4800
0:48.156',4600
0:48.159',4200
0:48.162',3400
0:48.165',2200
0:48.168',2000
0:48.171',1400
0:48.174',600
0:48.177',200
0:48.180',800
0:48.183',400
0:48.186',1200
0:48.189',6400
0:48.192',3800
0:48.195',1200
0:48.198',2000
0:48.201',-3800
0:48.204',-7400
0:48.207',-8800
0:48.210',-11000
0:48.213',-7800
0:48.216',-6400
0:48.219',-6600
0:48.222',-2200
0:48.225',200
0:48.228',1800
0:48.231',4600
0:48.234',6800
0:48.237',5000
0:48.240',2000
0:48.243',3600
0:48.246',3000
0:48.249',-200
0:48.252',-4000
0:48.255',-4000
0:48.258',-3200
0:48.261',-4600
0:48.264',-1800
0:48.267',3000
0:48.270',4800
0:48.273',4600
0:48.276',3800
0:48.279',2800
0:48.282',2200
0:48.285',1600
0:48.288',800
0:48.291',0
0:48.294',-400
0:48.297',0
0:48.300',0
0:48.303',-400
0:48.306',1000
0:48.309',1800
0:48.312',1400
0:48.315',200
0:48.318',-2800
0:48.321',-4800
0:48.324',-4400
0:48.327',-4800
0:48.330',-5800
0:48.333',-5000
0:48.336',-4000
0:48.339',-4200
0:48.342',-1600
0:48.345',600
0:48.348',-400
0:48.351',1200
0:48.354',4000
0:48.357',4800
0:48.360',4400
0:48.363',3800
0:48.366',3600
0:48.369',3200
0:48.372',3400
0:48.375',3800
0:48.378',2800
0:48.381',200
0:48.384',-1200
0:48.387',-1600
0:48.390',-3400
0:48.393',-5400
0:48.396',-6800
0:48.399',-6000
0:48.402',-6200
0:48.405',-7000
0:48.408',-6600
0:48.411',-4200
0:48.414',-2800
0:48.417',-800
0:48.420',2200
0:48.423',5400
0:48.426',7000
0:48.429',7000
0:48.432',5800
0:48.435',5000
0:48.438',3800
0:48.441',2600
0:48.444',2000
0:48.447',1800
0:48.450',1600
0:48.453',400
0:48.456',-400
0:48.459',-1000
0:48.462',-2200
0:48.465',-2800
0:48.468',-2200
0:48.471',-2600
0:48.474',-3200
0:48.477',-2800
0:48.480',-3200
0:48.483',-3400
0:48.486',-3400
0:48.489',-1800
0:48.492',200
0:48.495',-200
0:48.498',-2400
0:48.502',-1800
0:48.505',0
0:48.508',-600
0:48.511',-800
0:48.514',200
0:48.517',800
0:48.520',600
0:48.523',2000
0:48.526',3000
0:48.529',3000
0:48.532',2600
0:48.535',2400
0:48.538',2400
0:48.541',1800
0:48.544',1400
0:48.547',1400
0:48.550',1800
0:48.553',2400
0:48.556',1800
0:48.559',1000
0:48.562',-800
0:48.565',-2000
0:48.568',-3200
0:48.571',-5200
0:48.574',-6400
0:48.577',-6200
0:48.580',-5200
0:48.583',-4200
0:48.586',-1600
0:48.589',-1600
0:48.592',-1400
0:48.595',1200
0:48.598',2200
0:48.601',-2200
0:48.604',-2400
0:48.607',2000
0:48.610',1000
0:48.613',3200
0:48.616',2200
0:48.619',-3200
0:48.622',1200
0:48.625',3000
0:48.628',2200
0:48.631',4400
0:48.634',3800
0:48.637',4200
0:48.640',8200
0:48.643',5400
0:48.646',3800
0:48.649',800
0:48.652',-4600
0:48.655',-8000
0:48.658',-8600
0:48.661',-8600
0:48.664',-8600
0:48.667',-6000
0:48.670',-2200
0:48.673',-200
0:48.676',-600
0:48.679',1800
0:48.682',5400
0:48.685',4000
0:48.688',1200
0:48.691',-200
0:48.694',0
0:48.697',600
0:48.700',400
0:48.703',-400
0:48.706',0
0:48.709',1000
0:48.712',400
0:48.715',-400
0:48.718',0
0:48.721',1800
0:48.724',2200
0:48.727',600
0:48.730',-200
0:48.733',0
0:48.736',-200
0:48.739',-1200
0:48.742',-3000
0:48.745',-4400
0:48.748',-3400
0:48.751',-2000
0:48.754',-2200
0:48.757',-2400
0:48.760',-1000
0:48.763',400
0:48.766',2600
0:48.769',5400
0:48.772',5800
0:48.775',5200
0:48.778',5600
0:48.781',5600
0:48.784',4600
0:48.787',2600
0:48.790',200
0:48.793',-2600
0:48.796',-5000
0:48.799',-6600
0:48.802',-7000
0:48.805',-6600
0:48.808',-5400
0:48.811',-4000
0:48.814',-3000
0:48.817',-2600
0:48.820',-2800
0:48.823',-2200
0:48.826',0
0:48.829',1600
0:48.832',2200
0:48.835',3400
0:48.838',3800
0:48.841',3600
0:48.844',3400
0:48.847',2000
0:48.850',200
0:48.853',-1400
0:48.856',-1600
0:48.859',-600
0:48.862',1000
0:48.865',1400
0:48.868',2000
0:48.871',1800
0:48.874',2200
0:48.877',1600
0:48.880',1000
0:48.883',1000
0:48.886',1000
0:48.889',800
0:48.892',1000
0:48.895',200
0:48.898',-600
0:48.901',-1400
0:48.904',-800
0:48.907',200
0:48.910',-2000
0:48.913',-4600
0:48.916',-4600
0:48.919',-4200
0:48.922',-5400
0:48.925',-4800
0:48.928',-3000
0:48.931',-1200
0:48.934',-600
0:48.937',-1000
0:48.940',-1000
0:48.943',-400
0:48.946',1000
0:48.949',1400
0:48.952',1000
0:48.955',1600
0:48.958',2800
0:48.961',4400
0:48.964',5400
0:48.967',4600
0:48.970',4200
0:48.973',5200
0:48.976',5000
0:48.979',1400
0:48.982',-3200
0:48.985',-7000
0:48.988',-8800
0:48.991',-9200
0:48.994',-7800
0:48.997',-1800
0:49.000',3600
0:49.003',5200
0:49.006',4200
0:49.009',3800
0:49.012',4800
0:49.015',5200
0:49.018',7000
0:49.021',5400
0:49.024',-1600
0:49.027',-7800
0:49.030',-9000
0:49.033',-18400
0:49.036',-25600
0:49.039',-4600
0:49.042',7800
0:49.045',14800
0:49.048',12600
0:49.051',-800
0:49.054',0
0:49.057',7400
0:49.060',14000
0:49.063',14200
0:49.066',800
0:49.069',-8800
0:49.072',-13400
0:49.075',-14400
0:49.078',-10000
0:49.081',-3800
0:49.084',-3800
0:49.087',-3000
0:49.090',5400
0:49.093',13400
0:49.096',11000
0:49.099',-800
0:49.102',-9800
0:49.105',-11200
0:49.108',3600
0:49.111',13800
0:49.114',3000
0:49.117',-3400
0:49.120',-4600
0:49.123',-5400
0:49.126',-7000
0:49.129',-4600
0:49.132',-1200
0:49.135',2800
0:49.138',5600
0:49.141',1800
0:49.144',2600
0:49.147',4600
